obs,group,mean,median,lo,hi,species
19,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
20,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
21,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
22,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
23,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
24,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
25,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
26,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
27,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
28,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
29,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
30,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
31,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
32,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
33,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
34,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
35,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
36,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
37,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
